# vloc
2.44949e-05 -25.8817
2.54278e-05 -25.8817
2.63963e-05 -25.8817
2.74016e-05 -25.8817
2.84452e-05 -25.8817
2.95286e-05 -25.8817
3.06532e-05 -25.8817
3.18207e-05 -25.8817
3.30326e-05 -25.8817
3.42907e-05 -25.8817
3.55967e-05 -25.8817
3.69524e-05 -25.8817
3.83598e-05 -25.8817
3.98208e-05 -25.8817
4.13374e-05 -25.8817
4.29118e-05 -25.8817
4.45461e-05 -25.8817
4.62427e-05 -25.8817
4.80039e-05 -25.8817
4.98322e-05 -25.8817
5.17301e-05 -25.8817
5.37003e-05 -25.8817
5.57455e-05 -25.8817
5.78687e-05 -25.8817
6.00727e-05 -25.8817
6.23606e-05 -25.8817
6.47357e-05 -25.8817
6.72012e-05 -25.8817
6.97606e-05 -25.8817
7.24175e-05 -25.8817
7.51757e-05 -25.8817
7.80388e-05 -25.8817
8.1011e-05 -25.8817
8.40964e-05 -25.8817
8.72993e-05 -25.8817
9.06242e-05 -25.8817
9.40757e-05 -25.8817
9.76587e-05 -25.8817
0.000101378 -25.8817
0.000105239 -25.8817
0.000109247 -25.8817
0.000113408 -25.8817
0.000117727 -25.8817
0.000122211 -25.8817
0.000126866 -25.8817
0.000131698 -25.8817
0.000136713 -25.8817
0.00014192 -25.8817
0.000147326 -25.8817
0.000152937 -25.8817
0.000158761 -25.8817
0.000164808 -25.8817
0.000171085 -25.8817
0.000177601 -25.8817
0.000184365 -25.8817
0.000191387 -25.8817
0.000198676 -25.8817
0.000206243 -25.8817
0.000214098 -25.8817
0.000222252 -25.8817
0.000230717 -25.8817
0.000239504 -25.8817
0.000248625 -25.8817
0.000258095 -25.8817
0.000267924 -25.8817
0.000278129 -25.8817
0.000288722 -25.8817
0.000299718 -25.8817
0.000311133 -25.8817
0.000322983 -25.8817
0.000335284 -25.8817
0.000348054 -25.8817
0.00036131 -25.8817
0.00037507 -25.8817
0.000389355 -25.8817
0.000404184 -25.8817
0.000419578 -25.8817
0.000435558 -25.8817
0.000452147 -25.8817
0.000469368 -25.8817
0.000487244 -25.8817
0.000505801 -25.8817
0.000525065 -25.8817
0.000545063 -25.8817
0.000565822 -25.8817
0.000587372 -25.8817
0.000609743 -25.8817
0.000632966 -25.8817
0.000657073 -25.8817
0.000682098 -25.8817
0.000708077 -25.8817
0.000735045 -25.8817
0.00076304 -25.8817
0.000792101 -25.8817
0.000822269 -25.8817
0.000853586 -25.8817
0.000886096 -25.8817
0.000919844 -25.8817
0.000954877 -25.8817
0.000991245 -25.8817
0.001029 -25.8817
0.00106819 -25.8817
0.00110887 -25.8817
0.0011511 -25.8817
0.00119494 -25.8817
0.00124046 -25.8817
0.0012877 -25.8817
0.00133674 -25.8817
0.00138765 -25.8817
0.0014405 -25.8817
0.00149537 -25.8817
0.00155232 -25.8817
0.00161144 -25.8817
0.00167282 -25.8817
0.00173653 -25.8817
0.00180267 -25.8817
0.00187132 -25.8816
0.00194259 -25.8816
0.00201658 -25.8816
0.00209338 -25.8816
0.00217311 -25.8816
0.00225588 -25.8816
0.00234179 -25.8816
0.00243098 -25.8816
0.00252357 -25.8816
0.00261968 -25.8815
0.00271946 -25.8815
0.00282303 -25.8815
0.00293055 -25.8815
0.00304216 -25.8815
0.00315803 -25.8815
0.0032783 -25.8814
0.00340316 -25.8814
